<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190723,000000,1418.3000000,1431.4000000,1416.5000000,1425.7000000,311981
20190724,000000,1425.6000000,1430.0000000,1420.9000000,1426.8000000,246959
20190725,000000,1426.9000000,1434.1000000,1411.1000000,1417.6000000,386538
20190726,000000,1417.6000000,1424.8000000,1412.9000000,1418.5000000,177378
20190728,000000,1419.0000000,1424.1000000,1417.3000000,1418.5000000,37144
20190729,000000,1418.5000000,1428.0000000,1414.4000000,1426.6000000,113051
20190730,000000,1426.6000000,1445.4000000,1425.1000000,1443.0000000,67496
20190731,000000,1443.0000000,1447.0000000,1414.5000000,1416.6000000,395524
20190801,000000,1416.7000000,1461.9000000,1412.1000000,1448.6000000,516470
20190802,000000,1448.6000000,1460.2000000,1443.0000000,1452.5000000,299445
20190804,000000,1451.2000000,1472.0000000,1448.8000000,1469.5000000,173594
20190805,000000,1469.5000000,1486.8000000,1465.0000000,1474.2000000,492125
20190806,000000,1474.1000000,1503.3000000,1472.8000000,1498.9000000,378432
20190807,000000,1498.8000000,1522.7000000,1497.7000000,1508.4000000,533566
20190808,000000,1508.4000000,1521.3000000,1501.6000000,1514.0000000,346347
20190809,000000,1513.9000000,1517.7000000,1506.2000000,1508.0000000,215990
20190811,000000,1509.2000000,1515.4000000,1498.6000000,1514.1000000,105926
20190812,000000,1514.1000000,1538.2000000,1511.1000000,1534.4000000,360004
20190813,000000,1534.4000000,1546.1000000,1490.0000000,1511.5000000,454905
20190814,000000,1511.6000000,1534.9000000,1510.3000000,1526.4000000,471530
20190815,000000,1526.5000000,1538.6000000,1519.1000000,1521.2000000,384811
20190816,000000,1521.1000000,1528.3000000,1513.9000000,1523.6000000,197697
20190818,000000,1523.0000000,1523.6000000,1508.9000000,1511.3000000,104430
20190819,000000,1511.2000000,1513.7000000,1503.0000000,1512.2000000,241445
20190820,000000,1512.3000000,1518.8000000,1506.5000000,1509.1000000,238127
20190821,000000,1509.0000000,1517.6000000,1507.4000000,1508.1000000,232660
20190822,000000,1508.0000000,1514.4000000,1502.1000000,1505.9000000,242107
20190823,000000,1506.0000000,1540.3000000,1504.3000000,1536.9000000,343351
20190825,000000,1545.4000000,1565.0000000,1534.8000000,1536.7000000,213793
20190826,000000,1536.7000000,1547.4000000,1535.3000000,1540.9000000,256803
20190827,000000,1540.8000000,1554.5000000,1538.0000000,1549.8000000,369221
20190828,000000,1549.8000000,1559.8000000,1543.3000000,1549.0000000,329792
20190829,000000,1548.9000000,1554.4000000,1528.6000000,1534.3000000,410595
20190830,000000,1534.4000000,1541.8000000,1525.6000000,1529.2000000,201886
20190901,000000,1535.2000000,1544.5000000,1528.0000000,1530.1000000,73348
20190902,000000,1530.1000000,1542.2000000,1529.6000000,1541.3000000,156437
20190903,000000,1541.2000000,1559.2000000,1537.8000000,1547.5000000,407665
20190904,000000,1547.6000000,1566.2000000,1542.6000000,1551.3000000,410283
20190905,000000,1551.3000000,1553.3000000,1513.5000000,1516.5000000,560216
20190906,000000,1516.5000000,1536.2000000,1510.7000000,1515.0000000,380632
20190908,000000,1516.4000000,1520.7000000,1511.5000000,1516.3000000,83110
20190909,000000,1516.2000000,1523.8000000,1494.3000000,1502.0000000,348739
20190910,000000,1502.1000000,1509.1000000,1492.1000000,1501.7000000,337186
20190911,000000,1501.7000000,1513.7000000,1494.6000000,1512.2000000,309865
20190912,000000,1512.1000000,1532.2000000,1502.9000000,1513.3000000,407939
20190913,000000,1513.3000000,1516.6000000,1493.1000000,1495.7000000,282604
20190915,000000,1513.1000000,1519.7000000,1506.3000000,1510.0000000,139715
20190916,000000,1510.0000000,1513.9000000,1500.9000000,1505.3000000,273894
20190917,000000,1505.3000000,1515.0000000,1503.2000000,1509.4000000,281994
20190918,000000,1509.3000000,1519.5000000,1490.7000000,1504.8000000,391808
20190919,000000,1504.8000000,1514.3000000,1503.1000000,1512.4000000,246844
20190920,000000,1512.3000000,1524.5000000,1505.9000000,1524.4000000,202873
20190922,000000,1521.5000000,1528.7000000,1517.9000000,1528.1000000,120620
20190923,000000,1528.2000000,1534.4000000,1523.8000000,1529.3000000,280170
20190924,000000,1529.2000000,1543.3000000,1522.8000000,1539.3000000,396148
20190925,000000,1539.3000000,1539.6000000,1507.4000000,1515.4000000,421883
20190926,000000,1515.3000000,1519.5000000,1502.9000000,1503.4000000,355246
20190927,000000,1503.5000000,1509.7000000,1493.3000000,1503.3000000,297753
20190929,000000,1501.7000000,1507.2000000,1492.7000000,1493.9000000,95496
20190930,000000,1493.9000000,1494.8000000,1465.0000000,1468.3000000,412342
20191001,000000,1468.2000000,1493.5000000,1467.9000000,1488.1000000,373186
20191002,000000,1488.1000000,1511.3000000,1487.2000000,1508.5000000,375235
20191003,000000,1508.6000000,1525.7000000,1504.0000000,1514.7000000,298511
20191004,000000,1514.6000000,1522.2000000,1501.4000000,1510.3000000,269289
20191006,000000,1518.6000000,1518.8000000,1506.0000000,1507.1000000,56325
20191007,000000,1507.1000000,1509.7000000,1492.1000000,1503.9000000,265103
20191008,000000,1504.0000000,1516.9000000,1503.2000000,1510.6000000,328213
20191009,000000,1510.7000000,1522.3000000,1505.1000000,1513.7000000,313828
20191010,000000,1513.6000000,1516.6000000,1495.3000000,1503.6000000,344280
20191011,000000,1503.5000000,1504.6000000,1478.0000000,1493.5000000,332894
20191013,000000,1492.0000000,1495.0000000,1487.1000000,1494.3000000,65373
20191014,000000,1494.2000000,1501.5000000,1492.7000000,1498.6000000,218445
20191015,000000,1498.5000000,1503.0000000,1480.8000000,1487.3000000,292431
20191016,000000,1487.2000000,1496.8000000,1480.6000000,1492.2000000,313495
20191017,000000,1492.2000000,1501.1000000,1487.0000000,1490.9000000,281221
20191018,000000,1490.9000000,1497.0000000,1488.3000000,1493.4000000,157089
20191020,000000,1495.6000000,1497.7000000,1490.6000000,1492.9000000,66460
20191021,000000,1492.9000000,1498.7000000,1484.0000000,1491.3000000,252143
20191022,000000,1491.2000000,1498.1000000,1485.7000000,1497.7000000,202174
20191023,000000,1497.7000000,1499.4000000,1490.4000000,1492.4000000,217373
20191024,000000,1492.3000000,1509.9000000,1490.7000000,1508.8000000,284199
20191025,000000,1508.8000000,1520.9000000,1503.1000000,1507.1000000,284861
20191027,000000,1507.4000000,1510.8000000,1504.7000000,1509.1000000,53570
20191028,000000,1509.1000000,1509.7000000,1492.3000000,1496.3000000,300493
20191029,000000,1496.3000000,1496.9000000,1485.6000000,1492.5000000,243609
20191030,000000,1492.5000000,1503.3000000,1483.1000000,1502.9000000,326551
20191031,000000,1502.9000000,1517.2000000,1502.6000000,1515.1000000,351801
20191101,000000,1515.1000000,1519.0000000,1505.4000000,1516.7000000,275288
20191103,000000,1516.4000000,1516.5000000,1510.8000000,1512.8000000,63034
20191104,000000,1512.8000000,1517.1000000,1504.5000000,1505.9000000,245560
20191105,000000,1505.9000000,1507.2000000,1480.7000000,1487.4000000,428548
20191106,000000,1487.5000000,1495.9000000,1482.8000000,1483.1000000,279402
20191107,000000,1483.2000000,1489.2000000,1461.4000000,1467.4000000,498194
20191108,000000,1467.3000000,1469.2000000,1457.0000000,1459.8000000,251780
20191110,000000,1460.0000000,1467.4000000,1459.5000000,1466.5000000,73088
20191111,000000,1466.4000000,1466.6000000,1448.9000000,1455.2000000,291254
20191112,000000,1455.1000000,1467.1000000,1446.2000000,1464.4000000,332689
20191113,000000,1464.5000000,1471.2000000,1460.6000000,1469.0000000,280773
20191114,000000,1469.0000000,1475.3000000,1462.8000000,1466.0000000,268599
20191115,000000,1465.9000000,1469.8000000,1464.1000000,1468.7000000,135551
20191117,000000,1467.8000000,1470.2000000,1465.3000000,1466.8000000,22233
20191118,000000,1466.8000000,1475.8000000,1456.6000000,1470.8000000,309749
20191119,000000,1470.8000000,1475.7000000,1465.1000000,1474.2000000,260994
20191120,000000,1474.1000000,1479.2000000,1466.1000000,1471.2000000,308349
20191121,000000,1471.2000000,1474.7000000,1462.4000000,1465.1000000,284500
20191122,000000,1465.1000000,1473.4000000,1461.2000000,1461.5000000,224798
20191124,000000,1461.0000000,1462.0000000,1459.4000000,1461.5000000,20074
20191125,000000,1461.6000000,1461.7000000,1451.4000000,1454.9000000,215001
20191126,000000,1455.0000000,1462.9000000,1449.6000000,1458.9000000,148930
20191127,000000,1458.9000000,1459.9000000,1452.0000000,1455.5000000,42274
20191128,000000,1455.4000000,1464.9000000,1453.8000000,1464.4000000,18627
20191129,000000,1464.4000000,1472.9000000,1459.1000000,1470.4000000,153153
20191201,000000,1470.3000000,1470.6000000,1464.8000000,1465.7000000,21030
20191202,000000,1465.6000000,1471.6000000,1459.8000000,1466.6000000,268382
20191203,000000,1466.5000000,1487.7000000,1465.4000000,1484.5000000,342801
20191204,000000,1484.4000000,1489.9000000,1476.7000000,1481.1000000,278406
20191205,000000,1481.1000000,1485.7000000,1478.0000000,1480.6000000,217729
20191206,000000,1480.5000000,1485.2000000,1463.3000000,1464.5000000,270207
20191208,000000,1464.1000000,1466.1000000,1463.0000000,1464.8000000,22025
20191209,000000,1464.8000000,1469.8000000,1463.5000000,1465.6000000,148216
20191210,000000,1465.6000000,1473.7000000,1464.2000000,1467.9000000,208219
20191211,000000,1467.9000000,1483.5000000,1466.9000000,1479.1000000,225396
20191212,000000,1479.0000000,1491.6000000,1465.5000000,1471.4000000,353924
20191213,000000,1471.4000000,1482.5000000,1469.6000000,1480.3000000,246536
20191215,000000,1480.0000000,1480.8000000,1477.4000000,1479.4000000,16334
20191216,000000,1479.4000000,1484.5000000,1478.0000000,1481.6000000,158100
20191217,000000,1481.7000000,1484.9000000,1478.4000000,1481.4000000,149781
20191218,000000,1481.4000000,1483.6000000,1474.3000000,1481.7000000,193130
20191219,000000,1481.6000000,1485.8000000,1477.1000000,1482.9000000,178387
20191220,000000,1482.9000000,1484.8000000,1479.5000000,1482.4000000,123865
20191222,000000,1482.4000000,1485.3000000,1481.2000000,1484.5000000,17951
20191223,000000,1484.5000000,1493.4000000,1484.1000000,1492.7000000,160198
20191224,000000,1492.7000000,1505.0000000,1492.7000000,1504.4000000,144083
20191225,000000,1503.9000000,1508.5000000,1502.1000000,1507.5000000,28005
20191226,000000,1507.6000000,1518.7000000,1507.2000000,1517.6000000,204718
20191227,000000,1517.7000000,1519.9000000,1512.1000000,1515.6000000,160402
20191229,000000,1515.9000000,1519.1000000,1515.3000000,1517.8000000,24159
20191230,000000,1517.8000000,1527.3000000,1513.5000000,1526.4000000,172392
20191231,000000,1526.5000000,1529.0000000,1519.2000000,1520.0000000,161688
20200101,000000,1521.0000000,1524.0000000,1519.7000000,1521.9000000,27467
20200102,000000,1521.9000000,1543.7000000,1520.9000000,1541.4000000,280736
20200103,000000,1541.4000000,1556.6000000,1540.9000000,1555.2000000,316663
20200105,000000,1562.7000000,1590.9000000,1562.3000000,1578.4000000,129084
20200106,000000,1578.4000000,1581.5000000,1557.0000000,1561.0000000,422870
20200107,000000,1561.0000000,1613.3000000,1560.8000000,1594.8000000,572428
20200108,000000,1594.7000000,1597.0000000,1553.4000000,1559.2000000,481621
20200109,000000,1559.2000000,1559.8000000,1541.0000000,1548.1000000,316305
20200110,000000,1548.0000000,1564.1000000,1547.1000000,1563.2000000,259194
20200112,000000,1563.0000000,1563.1000000,1555.1000000,1556.5000000,32883
20200113,000000,1556.5000000,1557.3000000,1536.4000000,1539.5000000,243515
20200114,000000,1539.4000000,1553.4000000,1536.7000000,1552.6000000,263670
20200115,000000,1552.5000000,1558.8000000,1547.3000000,1555.9000000,246374
20200116,000000,1555.8000000,1557.6000000,1548.0000000,1555.8000000,228422
20200117,000000,1555.9000000,1561.4000000,1554.0000000,1557.3000000,199924
20200119,000000,1557.3000000,1559.8000000,1555.9000000,1559.6000000,16594
20200120,000000,1559.5000000,1568.8000000,1558.1000000,1566.7000000,103095
20200121,000000,1566.6000000,1567.2000000,1546.0000000,1552.9000000,321004
20200122,000000,1552.8000000,1563.3000000,1550.3000000,1558.4000000,215854
20200123,000000,1558.4000000,1567.5000000,1551.3000000,1559.1000000,261921
20200124,000000,1559.1000000,1575.3000000,1555.8000000,1571.3000000,291674
20200126,000000,1580.5000000,1588.4000000,1576.7000000,1578.4000000,61001
20200127,000000,1578.5000000,1585.8000000,1575.3000000,1578.6000000,257637
20200128,000000,1578.6000000,1581.5000000,1562.0000000,1564.5000000,246673
20200129,000000,1564.4000000,1580.5000000,1563.9000000,1578.7000000,117558
20200130,000000,1578.6000000,1585.0000000,1571.5000000,1576.1000000,51591
20200131,000000,1576.0000000,1595.5000000,1575.9000000,1593.6000000,249807
20200202,000000,1597.8000000,1598.5000000,1583.2000000,1585.4000000,67533
20200203,000000,1585.4000000,1585.8000000,1573.3000000,1579.3000000,242281
20200204,000000,1579.3000000,1580.0000000,1552.8000000,1561.0000000,313718
20200205,000000,1560.9000000,1566.2000000,1551.1000000,1556.7000000,264950
20200206,000000,1556.7000000,1572.7000000,1556.0000000,1569.3000000,208375
20200207,000000,1569.2000000,1577.7000000,1563.6000000,1573.8000000,223811
20200209,000000,1575.8000000,1580.2000000,1571.5000000,1575.7000000,43600
20200210,000000,1575.6000000,1580.5000000,1570.2000000,1572.1000000,165176
20200211,000000,1572.1000000,1577.5000000,1565.2000000,1570.4000000,199621
20200212,000000,1570.4000000,1577.3000000,1564.4000000,1576.7000000,193005
20200213,000000,1576.7000000,1581.7000000,1574.8000000,1577.6000000,233542
20200214,000000,1577.7000000,1588.2000000,1576.8000000,1586.9000000,178065
20200216,000000,1585.1000000,1586.8000000,1583.3000000,1586.0000000,23213
20200217,000000,1585.9000000,1590.5000000,1581.8000000,1589.3000000,81889
20200218,000000,1589.3000000,1608.2000000,1587.9000000,1604.8000000,303296
20200219,000000,1604.7000000,1615.9000000,1604.6000000,1612.3000000,306638
20200220,000000,1612.3000000,1629.4000000,1606.6000000,1628.9000000,360354
20200221,000000,1628.8000000,1652.1000000,1628.4000000,1645.9000000,379040
20200223,000000,1656.0000000,1684.1000000,1654.6000000,1664.9000000,103984
20200224,000000,1664.8000000,1691.7000000,1645.0000000,1657.7000000,565740
20200225,000000,1657.6000000,1660.7000000,1627.0000000,1643.3000000,514081
20200226,000000,1643.3000000,1657.1000000,1626.7000000,1654.2000000,422939
20200227,000000,1654.1000000,1662.3000000,1635.9000000,1640.4000000,396072
20200228,000000,1640.3000000,1643.9000000,1564.0000000,1587.3000000,381473
20200301,000000,1592.8000000,1607.9000000,1576.3000000,1601.4000000,102432
20200302,000000,1601.3000000,1612.1000000,1584.8000000,1600.9000000,282841
20200303,000000,1601.0000000,1654.3000000,1594.2000000,1644.0000000,268691
20200304,000000,1644.0000000,1650.6000000,1632.6000000,1640.4000000,228484
20200305,000000,1640.3000000,1680.0000000,1637.7000000,1679.1000000,310847
20200306,000000,1679.0000000,1692.8000000,1645.4000000,1674.2000000,344812
20200308,000000,1692.6000000,1704.3000000,1675.0000000,1682.0000000,122067
20200309,000000,1682.0000000,1686.5000000,1658.0000000,1666.8000000,267182
20200310,000000,1666.7000000,1668.5000000,1641.7000000,1659.0000000,201956
20200311,000000,1659.2000000,1671.8000000,1630.5000000,1636.8000000,209355
20200312,000000,1636.7000000,1645.4000000,1551.0000000,1559.7000000,277811
20200313,000000,1559.9000000,1597.9000000,1504.1000000,1528.9000000,198182
20200315,000000,1563.8000000,1574.8000000,1523.3000000,1547.9000000,89638
20200316,000000,1547.9000000,1551.5000000,1450.9000000,1501.1000000,356388
20200317,000000,1501.0000000,1554.3000000,1465.6000000,1533.0000000,243792
20200318,000000,1532.6000000,1533.5000000,1460.1000000,1470.7000000,265774
20200319,000000,1470.3000000,1497.7000000,1457.5000000,1485.9000000,162383
20200320,000000,1486.1000000,1519.4000000,1481.1000000,1501.1000000,143624
20200322,000000,1505.0000000,1510.7000000,1484.6000000,1496.4000000,46653
20200323,000000,1496.2000000,1603.3000000,1488.2000000,1591.1000000,186606
20200324,000000,1590.9000000,1699.3000000,1578.8000000,1672.0000000,252662
20200325,000000,1671.7000000,1679.0000000,1615.2000000,1629.1000000,148261
20200326,000000,1628.9000000,1672.5000000,1611.0000000,1639.5000000,120803
20200327,000000,1639.7000000,1647.2000000,1611.5000000,1630.6000000,42363
20200329,000000,1641.2000000,1652.8000000,1622.2000000,1623.6000000,1626
20200330,000000,1622.5000000,1645.6000000,1607.2000000,1637.2000000,21812
20200331,000000,1637.2000000,1641.6000000,1576.0000000,1596.9000000,137181
20200401,000000,1596.8000000,1612.4000000,1581.2000000,1598.7000000,123871
20200402,000000,1598.7000000,1645.6000000,1595.3000000,1634.6000000,127257
20200403,000000,1634.8000000,1652.1000000,1624.4000000,1648.8000000,104462
20200405,000000,1647.7000000,1654.1000000,1639.3000000,1641.6000000,18424
20200406,000000,1641.9000000,1742.6000000,1638.2000000,1712.5000000,175974
20200407,000000,1712.5000000,1722.9000000,1670.7000000,1683.3000000,142545
20200408,000000,1683.1000000,1695.8000000,1674.4000000,1684.4000000,103506
20200409,000000,1684.3000000,1754.5000000,1682.4000000,1740.6000000,159353
20200412,000000,1742.3000000,1747.7000000,1724.2000000,1730.3000000,26088
20200413,000000,1730.3000000,1785.0000000,1730.1000000,1780.5000000,150652
